"pack","id","level","category","word","article","plural","translation_tr","example_de","example_tr","tags"
"a1","a1_0208","A1","Ulaşım","Zug","der","Züge","tren","Der Zug fährt um neun.","Tren dokuzda kalkıyor.","transport, a1"
"a1","a1_0209","A1","Ulaşım","S-Bahn","die","S-Bahnen","banliyö treni","Die S-Bahn ist schnell.","Banliyö treni hızlı.","transport, a1"
"a1","a1_0210","A1","Ulaşım","U-Bahn","die","U-Bahnen","metro","Die U-Bahn ist voll.","Metro dolu.","transport, a1"
"a1","a1_0211","A1","Ulaşım","Straßenbahn","die","Straßenbahnen","tramvay","Die Straßenbahn kommt gleich.","Tramvay hemen geliyor.","transport, a1"
"a1","a1_0212","A1","Ulaşım","Taxi","das","Taxis","taksi","Ich nehme ein Taxi.","Taksi alıyorum.","transport, a1"
"a1","a1_0213","A1","Ulaşım","Auto","das","Autos","araba","Das Auto ist neu.","Araba yeni.","transport, a1"
"a1","a1_0214","A1","Ulaşım","Fahrrad","das","Fahrräder","bisiklet","Mein Fahrrad ist rot.","Bisikletim kırmızı.","transport, a1"
"a1","a1_0215","A1","Ulaşım","Flugzeug","das","Flugzeuge","uçak","Das Flugzeug startet.","Uçak kalkıyor.","transport, a1"
"a1","a1_0216","A1","Ulaşım","Flughafen","der","Flughäfen","havalimanı","Der Flughafen ist weit.","Havalimanı uzak.","transport, a1"
"a1","a1_0217","A1","Ulaşım","Haltestelle","die","Haltestellen","durak","Die Haltestelle ist dort.","Durak orada.","transport, a1"
"a1","a1_0218","A1","Ulaşım","Gleis","das","Gleise","peron/ray","Das Gleis ist drei.","Peron üç.","transport, a1"
"a1","a1_0219","A1","Ulaşım","Fahrplan","der","Fahrpläne","tarife","Wo ist der Fahrplan?","Tarife nerede?","transport, a1"
"a1","a1_0220","A1","Ulaşım","Verspätung","die","Verspätungen","gecikme","Der Zug hat Verspätung.","Tren gecikmeli.","transport, a1"
"a1","a1_0221","A1","Ulaşım","fahren","","","gitmek (araç)","Ich fahre mit dem Bus.","Otobüsle gidiyorum.","verb, transport, a1"
"a1","a1_0222","A1","Ulaşım","abfahren","","","kalkmak","Der Bus fährt ab.","Otobüs kalkıyor.","verb, transport, a1"
"a1","a1_0223","A1","Ulaşım","ankommen","","","varmak","Ich komme um zehn an.","On varıyorum.","verb, transport, a1"
"a1","a1_0224","A1","Ulaşım","einsteigen","","","binmek","Ich steige in den Bus ein.","Otobüse biniyorum.","verb, transport, a1"
"a1","a1_0225","A1","Ulaşım","aussteigen","","","inmek","Ich steige hier aus.","Burada iniyorum.","verb, transport, a1"
"a1","a1_0226","A1","Ulaşım","umsteigen","","","aktarma yapmak","Ich muss umsteigen.","Aktarma yapmam lazım.","verb, transport, a1"
"a1","a1_0227","A1","Ulaşım","Straße","die","Straßen","sokak/cadde","Die Straße ist lang.","Cadde uzun.","transport, a1"
"a1","a1_0228","A1","Ulaşım","Ampel","die","Ampeln","trafik lambası","Die Ampel ist rot.","Trafik lambası kırmızı.","transport, a1"
"a1","a1_0229","A1","Ulaşım","Kreuzung","die","Kreuzungen","kavşak","An der Kreuzung links.","Kavşakta sola.","transport, a1"
"a1","a1_0230","A1","Ulaşım","Brücke","die","Brücken","köprü","Die Brücke ist alt.","Köprü eski.","transport, a1"
"a1","a1_0231","A1","Ulaşım","Parkplatz","der","Parkplätze","park yeri","Wo ist der Parkplatz?","Park yeri nerede?","transport, a1"
"a1","a1_0232","A1","Ulaşım","Tankstelle","die","Tankstellen","benzin istasyonu","Die Tankstelle ist dort.","Benzin istasyonu orada.","transport, a1"
"a1","a1_0233","A1","Ulaşım","Benzin","das","","benzin","Das Benzin ist teuer.","Benzin pahalı.","transport, a1"
"a1","a1_0234","A1","Ulaşım","Führerschein","der","Führerscheine","ehliyet","Mein Führerschein ist gültig.","Ehliyetim geçerli.","transport, a1"
"a1","a1_0235","A1","Ulaşım","Ticket","das","Tickets","bilet","Ich kaufe ein Ticket.","Bilet alıyorum.","transport, a1"
"a1","a1_0236","A1","Ulaşım","Monatskarte","die","Monatskarten","aylık bilet","Die Monatskarte kostet 80 Euro.","Aylık bilet 80 euro.","transport, a1"
"a1","a1_0237","A1","Ulaşım","Fuß","der","Füße","ayak","Ich gehe zu Fuß.","Yürüyerek gidiyorum.","transport, a1"
"a1","a1_0238","A1","Ulaşım","Entfernung","die","Entfernungen","mesafe","Die Entfernung ist kurz.","Mesafe kısa.","transport, a1"
"a1","a1_0239","A1","Saat","Uhr","die","Uhren","saat","Wie spät ist es?","Saat kaç?","time, a1"
"a1","a1_0240","A1","Saat","heute","","","bugün","Heute habe ich frei.","Bugün izinliyim.","time, a1"
"a1","a1_0241","A1","Saat","morgen","","","yarın","Morgen gehe ich zum Arzt.","Yarın doktora gidiyorum.","time, a1"
"a1","a1_0242","A1","Saat","gestern","","","dün","Gestern war ich krank.","Dün hastaydım.","time, a1"
"a1","a1_0243","A1","Saat","jetzt","","","şimdi","Ich gehe jetzt.","Şimdi gidiyorum.","time, a1"
"a1","a1_0244","A1","Saat","später","","","sonra","Ich komme später.","Sonra geliyorum.","time, a1"
"a1","a1_0245","A1","Saat","früh","","","erken","Ich stehe früh auf.","Erken kalkıyorum.","time, a1"
"a1","a1_0246","A1","Saat","spät","","","geç","Es ist zu spät.","Çok geç.","time, a1"
"a1","a1_0247","A1","Saat","Stunde","die","Stunden","saat (süre)","Eine Stunde hat 60 Minuten.","Bir saat 60 dakika.","time, a1"
"a1","a1_0248","A1","Saat","Minute","die","Minuten","dakika","Fünf Minuten, bitte.","Beş dakika lütfen.","time, a1"
"a1","a1_0249","A1","Saat","Sekunde","die","Sekunden","saniye","Eine Sekunde!","Bir saniye!","time, a1"
"a1","a1_0250","A1","Saat","Viertel","das","Viertel","çeyrek","Es ist Viertel nach drei.","Saat üçü çeyrek geçiyor.","time, a1"
"a1","a1_0251","A1","Saat","Halb","","","buçuk","Es ist halb acht.","Saat yedi buçuk.","time, a1"
"a1","a1_0252","A1","Saat","punkt","","","tam (saat)","Um acht Uhr punkt.","Tam saat sekizde.","time, a1"
"a1","a1_0253","A1","Saat","Wie spät","","","saat kaç","Wie spät ist es?","Saat kaç?","time, a1"
"a1","a1_0254","A1","Saat","Wann","","","ne zaman","Wann kommst du?","Ne zaman geliyorsun?","time, a1"
"a1","a1_0255","A1","Saat","immer","","","her zaman","Ich bin immer pünktlich.","Her zaman dakikim.","time, a1"
"a1","a1_0256","A1","Saat","manchmal","","","bazen","Ich komme manchmal spät.","Bazen geç geliyorum.","time, a1"
"a1","a1_0257","A1","Saat","nie","","","asla","Ich komme nie zu spät.","Asla geç kalmam.","time, a1"
"a1","a1_0258","A1","Saat","oft","","","sık sık","Ich arbeite oft am Wochenende.","Sık sık hafta sonu çalışırım.","time, a1"
"a1","a1_0259","A1","Saat","selten","","","nadiren","Ich bin selten krank.","Nadiren hastayım.","time, a1"
"a1","a1_0260","A1","Saat","pünktlich","","","dakik","Sei pünktlich!","Dakik ol!","time, a1"
"a1","a1_0261","A1","Saat","Zeit","die","Zeiten","zaman","Ich habe keine Zeit.","Vaktim yok.","time, a1"
"a1","a1_0262","A1","Saat","Arbeitszeit","die","Arbeitszeiten","çalışma saati","Meine Arbeitszeit ist acht Stunden.","Çalışma saatim sekiz.","time, a1"
"a1","a1_0263","A1","Saat","Feierabend","der","","iş bitimi","Um fünf ist Feierabend.","Beşte iş bitiyor.","time, a1"
"a1","a1_0264","A1","Saat","Nacht","die","Nächte","gece","In der Nacht schlafe ich.","Gece uyurum.","time, a1"
"a1","a1_0265","A1","Saat","Mittag","der","Mittage","öğle","Am Mittag esse ich.","Öğle yemek yerim.","time, a1"
"a1","a1_0266","A1","Saat","Nachmittag","der","Nachmittage","öğleden sonra","Am Nachmittag arbeite ich.","Öğleden sonra çalışırım.","time, a1"
"a1","a1_0267","A1","Saat","Vormittag","der","Vormittage","sabah (öğleden önce)","Am Vormittag lerne ich.","Sabah öğrenirim.","time, a1"
"a1","a1_0268","A1","Saat","Wochenende","das","Wochenenden","hafta sonu","Am Wochenende ruhe ich.","Hafta sonu dinlenirim.","time, a1"
"a1","a1_0269","A1","Saat","Wochentag","der","Wochentage","hafta içi günü","Montag ist ein Wochentag.","Pazartesi hafta içi.","time, a1"
"a1","a1_0270","A1","Saat","Uhrzeit","die","Uhrzeiten","saat (zaman)","Die Uhrzeit ist wichtig.","Saat önemli.","time, a1"
"a1","a1_0271","A1","Saat","schon","","","zaten/çoktan","Es ist schon spät.","Zaten geç oldu.","time, a1"
"a1","a1_0272","A1","Saat","noch","","","henüz/daha","Ich habe noch Zeit.","Daha vaktim var.","time, a1"
"a1","a1_0273","A1","Tarih","Montag","der","Montage","pazartesi","Am Montag arbeite ich.","Pazartesi çalışırım.","date, a1"
"a1","a1_0274","A1","Tarih","Dienstag","der","Dienstage","salı","Am Dienstag habe ich Kurs.","Salı kursum var.","date, a1"
"a1","a1_0275","A1","Tarih","Mittwoch","der","Mittwoche","çarşamba","Am Mittwoch ist Markt.","Çarşamba pazar var.","date, a1"
"a1","a1_0276","A1","Tarih","Donnerstag","der","Donnerstage","perşembe","Am Donnerstag gehe ich zum Arzt.","Perşembe doktora giderim.","date, a1"
"a1","a1_0277","A1","Tarih","Freitag","der","Freitage","cuma","Am Freitag mache ich Feierabend früh.","Cuma erken çıkarım.","date, a1"
"a1","a1_0278","A1","Tarih","Samstag","der","Samstage","cumartesi","Am Samstag schlafe ich lang.","Cumartesi geç uyurum.","date, a1"
"a1","a1_0279","A1","Tarih","Sonntag","der","Sonntage","pazar","Am Sonntag ruhe ich.","Pazar dinlenirim.","date, a1"
"a1","a1_0280","A1","Tarih","Jahr","das","Jahre","yıl","Ich bin 25 Jahre alt.","25 yaşındayım.","date, a1"
"a1","a1_0281","A1","Tarih","Geburtstag","der","Geburtstage","doğum günü","Mein Geburtstag ist im Mai.","Doğum günüm Mayıs'ta.","date, a1"
"a1","a1_0282","A1","Tarih","Monat","der","Monate","ay","Der Monat ist März.","Ay Mart.","date, a1"
"a1","a1_0283","A1","Tarih","Januar","der","","ocak","Im Januar ist es kalt.","Ocak soğuk.","date, a1"
"a1","a1_0284","A1","Tarih","Februar","der","","şubat","Der Februar ist kurz.","Şubat kısa.","date, a1"
"a1","a1_0285","A1","Tarih","März","der","","mart","Im März beginnt der Frühling.","Mart'ta bahar başlar.","date, a1"
"a1","a1_0286","A1","Tarih","April","der","","nisan","Im April regnet es.","Nisan yağmurlu.","date, a1"
"a1","a1_0287","A1","Tarih","Mai","der","","mayıs","Im Mai blühen Blumen.","Mayıs'ta çiçekler açar.","date, a1"
"a1","a1_0288","A1","Tarih","Juni","der","","haziran","Im Juni ist es warm.","Haziran sıcak.","date, a1"
"a1","a1_0289","A1","Tarih","Juli","der","","temmuz","Im Juli fahre ich in Urlaub.","Temmuz tatil.","date, a1"
"a1","a1_0290","A1","Tarih","August","der","","ağustos","Im August ist es heiß.","Ağustos sıcak.","date, a1"
"a1","a1_0291","A1","Tarih","September","der","","eylül","Im September beginnt die Schule.","Eylül okul başlar.","date, a1"
"a1","a1_0292","A1","Tarih","Oktober","der","","ekim","Im Oktober ist es kühl.","Ekim serin.","date, a1"
"a1","a1_0293","A1","Tarih","November","der","","kasım","Im November regnet es viel.","Kasım çok yağmurlu.","date, a1"
"a1","a1_0294","A1","Tarih","Dezember","der","","aralık","Im Dezember ist Weihnachten.","Aralık'ta Noel var.","date, a1"
"a1","a1_0295","A1","Tarih","Frühling","der","","ilkbahar","Im Frühling ist es schön.","İlkbahar güzel.","date, a1"
"a1","a1_0296","A1","Tarih","Sommer","der","","yaz","Im Sommer ist es heiß.","Yaz sıcak.","date, a1"
"a1","a1_0297","A1","Tarih","Herbst","der","","sonbahar","Im Herbst fallen Blätter.","Sonbahar yapraklar düşer.","date, a1"
"a1","a1_0298","A1","Tarih","Winter","der","","kış","Im Winter schneit es.","Kış kar yağar.","date, a1"
"a1","a1_0299","A1","Tarih","Woche","die","Wochen","hafta","Nächste Woche habe ich Prüfung.","Gelecek hafta sınavım var.","date, a1"
"a1","a1_0300","A1","Tarih","Tag","der","Tage","gün","Heute ist ein guter Tag.","Bugün iyi bir gün.","date, a1"
"a1","a1_0301","A1","Tarih","Kalender","der","Kalender","takvim","Der Kalender hängt an der Wand.","Takvim duvarda.","date, a1"
"a1","a1_0302","A1","Tarih","Feiertag","der","Feiertage","resmi tatil","Morgen ist Feiertag.","Yarın resmi tatil.","date, a1"
"a1","a1_0303","A1","Tarih","Weihnachten","","","Noel","Weihnachten ist im Dezember.","Noel Aralık'ta.","date, a1"
"a1","a1_0304","A1","Tarih","Ostern","","","Paskalya","Ostern ist im Frühling.","Paskalya ilkbaharda.","date, a1"
"a1","a1_0305","A1","Tarih","Silvester","der","","yılbaşı gecesi","An Silvester feiern wir.","Yılbaşı gecesi kutlarız.","date, a1"
"a1","a1_0306","A1","Doktor","Arzt","der","Ärzte","doktor","Ich gehe zum Arzt.","Doktora gidiyorum.","health, a1"
"a1","a1_0307","A1","Doktor","Krankheit","die","Krankheiten","hastalık","Ich habe eine Krankheit.","Hastalığım var.","health, a1"
"a1","a1_0308","A1","Doktor","Schmerzen","die","","ağrı","Ich habe Schmerzen.","Ağrım var.","health, a1"
"a1","a1_0309","A1","Doktor","Krankenhaus","das","Krankenhäuser","hastane","Das Krankenhaus ist groß.","Hastane büyük.","health, a1"
"a1","a1_0310","A1","Doktor","Apotheke","die","Apotheken","eczane","Die Apotheke ist offen.","Eczane açık.","health, a1"
"a1","a1_0311","A1","Doktor","Medikament","das","Medikamente","ilaç","Ich brauche Medikamente.","İlaç lazım.","health, a1"
"a1","a1_0312","A1","Doktor","Rezept","das","Rezepte","reçete","Der Arzt schreibt ein Rezept.","Doktor reçete yazıyor.","health, a1"
"a1","a1_0313","A1","Doktor","Termin","der","Termine","randevu","Ich habe einen Termin beim Arzt.","Doktor randevum var.","health, a1"
"a1","a1_0314","A1","Doktor","Notfall","der","Notfälle","acil durum","Das ist ein Notfall!","Bu acil!","health, a1"
"a1","a1_0315","A1","Doktor","Kopfschmerzen","die","","baş ağrısı","Ich habe Kopfschmerzen.","Başım ağrıyor.","health, a1"
"a1","a1_0316","A1","Doktor","Bauchschmerzen","die","","karın ağrısı","Ich habe Bauchschmerzen.","Karnım ağrıyor.","health, a1"
"a1","a1_0317","A1","Doktor","Fieber","das","","ateş","Ich habe Fieber.","Ateşim var.","health, a1"
"a1","a1_0318","A1","Doktor","Husten","der","","öksürük","Ich habe Husten.","Öksürüyorum.","health, a1"
"a1","a1_0319","A1","Doktor","Schnupfen","der","","nezle","Ich habe Schnupfen.","Nezleyim.","health, a1"
"a1","a1_0320","A1","Doktor","Allergie","die","Allergien","alerji","Ich habe eine Allergie.","Alerjim var.","health, a1"
"a1","a1_0321","A1","Doktor","Impfung","die","Impfungen","aşı","Ich brauche eine Impfung.","Aşı lazım.","health, a1"
"a1","a1_0322","A1","Doktor","Blut","das","","kan","Das Blut ist rot.","Kan kırmızı.","health, a1"
"a1","a1_0323","A1","Doktor","Herz","das","Herzen","kalp","Mein Herz schlägt schnell.","Kalbim hızlı atıyor.","health, a1"
"a1","a1_0324","A1","Doktor","Rücken","der","Rücken","sırt","Mein Rücken tut weh.","Sırtım ağrıyor.","health, a1"
"a1","a1_0325","A1","Doktor","Kopf","der","Köpfe","kafa/baş","Mein Kopf tut weh.","Başım ağrıyor.","health, a1"
"a1","a1_0326","A1","Doktor","Hand","die","Hände","el","Meine Hand ist verletzt.","Elim yaralandı.","health, a1"
"a1","a1_0327","A1","Doktor","Fuß","der","Füße","ayak","Mein Fuß tut weh.","Ayağım ağrıyor.","health, a1"
"a1","a1_0328","A1","Doktor","Auge","das","Augen","göz","Mein Auge ist rot.","Gözüm kırmızı.","health, a1"
"a1","a1_0329","A1","Doktor","Zahn","der","Zähne","diş","Mein Zahn tut weh.","Dişim ağrıyor.","health, a1"
"a1","a1_0330","A1","Doktor","Zahnarzt","der","Zahnärzte","diş hekimi","Ich gehe zum Zahnarzt.","Diş hekimine gidiyorum.","health, a1"
"a1","a1_0331","A1","Doktor","Krankenversicherung","die","Krankenversicherungen","sağlık sigortası","Ich habe eine Krankenversicherung.","Sağlık sigortam var.","health, a1"
"a1","a1_0332","A1","Doktor","Krankmeldung","die","Krankmeldungen","rapor","Ich brauche eine Krankmeldung.","Rapor lazım.","health, a1"
"a1","a1_0333","A1","Doktor","gesund","","","sağlıklı","Ich bin gesund.","Sağlıklıyım.","health, a1"
"a1","a1_0334","A1","Doktor","krank","","","hasta","Ich bin krank.","Hastayım.","health, a1"
"a1","a1_0335","A1","Doktor","müde","","","yorgun","Ich bin müde.","Yorgunum.","health, a1"
"a1","a1_0336","A1","Doktor","schwach","","","zayıf/güçsüz","Ich fühle mich schwach.","Güçsüz hissediyorum.","health, a1"
"a1","a1_0337","A1","Doktor","besser","","","daha iyi","Es geht mir besser.","Daha iyiyim.","health, a1"
"a1","a1_0338","A1","Doktor","schlecht","","","kötü","Mir geht es schlecht.","Kendimi kötü hissediyorum.","health, a1"
"a1","a1_0339","A1","Doktor","Hilfe","die","","yardım","Ich brauche Hilfe!","Yardım lazım!","health, a1"
"a1","a1_0340","A1","Restoran","Speisekarte","die","Speisekarten","menü","Die Speisekarte, bitte.","Menü lütfen.","restaurant, a1"
"a1","a1_0341","A1","Restoran","Wasser","das","","su","Ein Wasser, bitte.","Bir su lütfen.","restaurant, a1"
"a1","a1_0342","A1","Restoran","bestellen","","","sipariş vermek","Ich möchte bestellen.","Sipariş vermek istiyorum.","verb, restaurant, a1"
"a1","a1_0343","A1","Restoran","Restaurant","das","Restaurants","restoran","Das Restaurant ist voll.","Restoran dolu.","restaurant, a1"
"a1","a1_0344","A1","Restoran","Café","das","Cafés","kafe","Das Café ist gemütlich.","Kafe rahat.","restaurant, a1"
"a1","a1_0345","A1","Restoran","Kellner","der","Kellner","garson (erkek)","Der Kellner kommt.","Garson geliyor.","restaurant, a1"
"a1","a1_0346","A1","Restoran","Kellnerin","die","Kellnerinnen","garson (kadın)","Die Kellnerin ist nett.","Garson kız nazik.","restaurant, a1"
"a1","a1_0347","A1","Restoran","Tisch","der","Tische","masa","Ein Tisch für zwei, bitte.","İki kişilik masa lütfen.","restaurant, a1"
"a1","a1_0348","A1","Restoran","Reservierung","die","Reservierungen","rezervasyon","Ich habe eine Reservierung.","Rezervasyonum var.","restaurant, a1"
"a1","a1_0349","A1","Restoran","Frühstück","das","Frühstücke","kahvaltı","Das Frühstück ist gut.","Kahvaltı iyi.","restaurant, food, a1"
"a1","a1_0350","A1","Restoran","Mittagessen","das","Mittagessen","öğle yemeği","Das Mittagessen ist um zwölf.","Öğle yemeği on iki.","restaurant, food, a1"
"a1","a1_0351","A1","Restoran","Abendessen","das","Abendessen","akşam yemeği","Das Abendessen ist um sieben.","Akşam yemeği yedi.","restaurant, food, a1"
"a1","a1_0352","A1","Restoran","Suppe","die","Suppen","çorba","Die Suppe ist heiß.","Çorba sıcak.","food, restaurant, a1"
"a1","a1_0353","A1","Restoran","Salat","der","Salate","salata","Der Salat ist frisch.","Salata taze.","food, restaurant, a1"
"a1","a1_0354","A1","Restoran","Pizza","die","Pizzen","pizza","Die Pizza ist lecker.","Pizza lezzetli.","food, restaurant, a1"
"a1","a1_0355","A1","Restoran","Schnitzel","das","Schnitzel","schnitzel","Das Schnitzel ist groß.","Schnitzel büyük.","food, restaurant, a1"
"a1","a1_0356","A1","Restoran","Wurst","die","Würste","sosis","Die Wurst ist gut.","Sosis iyi.","food, restaurant, a1"
"a1","a1_0357","A1","Restoran","Kartoffel","die","Kartoffeln","patates","Die Kartoffeln sind heiß.","Patatesler sıcak.","food, restaurant, a1"
"a1","a1_0358","A1","Restoran","Rechnung","die","Rechnungen","hesap/fatura","Die Rechnung, bitte.","Hesap lütfen.","restaurant, a1"
